"","name","id","class","mass","fall_found","year","lat","long"
"42310","Yamato ",24382,"H5",8.1,"Found",1974,-71.5,35.66667
"42311","Yamato ",24383,"Diogenite",3.7,"Found",1974,-71.5,35.66667
"42312","Yamato ",24384,"H6",35.8,"Found",1974,-71.5,35.66667
"42313","Yamato ",24385,"L6",162.3,"Found",1974,-71.5,35.66667
"42314","Yamato ",24386,"H",14.3,"Found",1974,-71.5,35.66667
"42315","Yamato ",24387,"L5",9,"Found",1974,-71.5,35.66667
"42316","Yamato ",24388,"Diogenite",298.5,"Found",1974,-71.5,35.66667
"42317","Yamato ",24389,"Diogenite",206,"Found",1974,-71.83278,36.29167
"42318","Yamato ",24390,"H5",75.4,"Found",1974,-71.83667,36.29861
"42319","Yamato ",24391,"Diogenite",2059.5,"Found",1974,-71.83667,36.30417
"42320","Yamato ",24392,"H6",2367.9,"Found",1974,-71.83556,36.30278
"42321","Yamato ",24393,"L6",88,"Found",1974,-71.80389,36.23472
"42322","Yamato ",24394,"H6",11.5,"Found",1974,-71.5,35.66667
"42323","Yamato ",24395,"H6",3.23,"Found",1974,-71.5,35.66667
"42324","Yamato ",24396,"LL6",5.25,"Found",1974,-71.5,35.66667
"42325","Yamato ",24397,"H4",6.02,"Found",1974,-71.5,35.66667
"42326","Yamato ",24398,"L5",0.56,"Found",1974,-71.5,35.66667
"42327","Yamato ",24399,"H5",39.3,"Found",1974,-71.79389,36.18194
"42328","Yamato ",24400,"LL5",34.7,"Found",1974,-71.84861,36.31806
"42329","Yamato ",24401,"L6",6.3,"Found",1974,-71.5,35.66667
"42330","Yamato ",24402,"L3.7",50,"Found",1974,-71.82444,36.25556
"42331","Yamato ",24403,"Winonaite",14,"Found",1974,-71.5,35.66667
"42332","Yamato ",24404,"H6",5.24,"Found",1974,-71.5,35.66667
"42333","Yamato ",24405,"L6",35.7,"Found",1974,-71.5,35.66667
"42334","Yamato ",24406,"L6",90.2,"Found",1974,-71.5,35.66667
"42335","Yamato ",24407,"H4",4.3,"Found",1974,-71.5,35.66667
"42336","Yamato ",24408,"L6",7.82,"Found",1974,-71.5,35.66667
"42337","Yamato ",24409,"Diogenite",6.1,"Found",1974,-71.5,35.66667
"42338","Yamato ",24410,"H4",14.1,"Found",1974,-71.5,35.66667
"42339","Yamato ",24411,"L3",2.9,"Found",1974,-71.5,35.66667
"42340","Yamato ",24412,"H4",27.6,"Found",1974,-71.5,35.66667
"42341","Yamato ",24413,"L6",115.7,"Found",1974,-71.80167,36.14306
"42342","Yamato ",24414,"L6",201.4,"Found",1974,-71.815,36.19306
"42343","Yamato ",24415,"Diogenite",591.9,"Found",1974,-71.5,35.66667
"42344","Yamato ",24416,"H5",208.9,"Found",1974,-71.825,36.24028
"42345","Yamato ",24417,"L6",47.6,"Found",1974,-71.8275,36.24444
"42346","Yamato ",24418,"L6",35.17,"Found",1974,-71.5,35.66667
"42347","Yamato ",24419,"H5",1.79,"Found",1974,-71.5,35.66667
"42348","Yamato ",24420,"H4",3.85,"Found",1974,-71.5,35.66667
"42349","Yamato ",24421,"H4",5.19,"Found",1974,-71.5,35.66667
"42350","Yamato ",24422,"Pallasite, PMG",51.8,"Found",1974,-71.79333,36.1875
"42351","Yamato ",24423,"L6",39.82,"Found",1974,-71.5,35.66667
"42352","Yamato ",24424,"L6",2.22,"Found",1974,-71.5,35.66667
"42353","Yamato ",24425,"L4",2.1,"Found",1974,-71.5,35.66667
"42354","Yamato ",24426,"LL6",67.1,"Found",1974,-71.80417,36.29167
"42355","Yamato ",24427,"H4",13.12,"Found",1974,-71.5,35.66667
"42356","Yamato ",24428,"H4",18.88,"Found",1974,-71.5,35.66667
"42357","Yamato ",24429,"H4",20.93,"Found",1974,-71.5,35.66667
"42358","Yamato ",24430,"H4",58.18,"Found",1974,-71.5,35.66667
"42359","Yamato ",24431,"H4",88.48,"Found",1974,-71.5,35.66667
"42360","Yamato ",24432,"H4",134.9,"Found",1974,-71.80417,36.29167
"42361","Yamato ",24433,"H4",13.04,"Found",1974,-71.5,35.66667
"42362","Yamato ",24434,"H4",19.14,"Found",1974,-71.5,35.66667
"42363","Yamato ",24435,"H4",16.32,"Found",1974,-71.5,35.66667
"42364","Yamato ",24436,"H4",19.72,"Found",1974,-71.5,35.66667
"42365","Yamato ",24437,"H4",16.37,"Found",1974,-71.5,35.66667
"42366","Yamato ",24438,"H4",17.1,"Found",1974,-71.5,35.66667
"42367","Yamato ",24439,"H4",9.3,"Found",1974,-71.5,35.66667
"42368","Yamato ",24440,"H4",10.46,"Found",1974,-71.5,35.66667
"42369","Yamato ",24441,"Acapulcoite",35.41,"Found",1974,-71.5,35.66667
"42370","Yamato ",24442,"H5",2,"Found",1974,-71.5,35.66667
"42371","Yamato ",24443,"L6",12.1,"Found",1974,-71.79972,36.29028
"42372","Yamato ",24444,"L6",12.4,"Found",1974,-71.5,35.66667
"42373","Yamato ",24445,"H6",4,"Found",1974,-71.5,35.66667
"42374","Yamato ",24446,"H5",5.41,"Found",1974,-71.5,35.66667
"42375","Yamato ",24447,"H6",18.57,"Found",1974,-71.5,35.66667
"42376","Yamato ",24448,"H5",58.7,"Found",1974,-71.81167,36.4125
"42377","Yamato ",24449,"H4",17.55,"Found",1974,-71.5,35.66667
"42378","Yamato ",24450,"H5",29,"Found",1974,-71.5,35.66667
"42379","Yamato ",24451,"H5",29.9,"Found",1974,-71.81583,36.425
"42380","Yamato ",24452,"H5",54.2,"Found",1974,-71.81694,36.42222
"42381","Yamato ",24453,"H6",5.05,"Found",1974,-71.5,35.66667
"42382","Yamato ",24454,"L6",20.36,"Found",1974,-71.5,35.66667
"42383","Yamato ",24455,"L6",5575.1,"Found",1974,-71.83556,36.35833
"42384","Yamato ",24456,"H4",15.88,"Found",1974,-71.5,35.66667
"42385","Yamato ",24457,"H5",620.8,"Found",1974,-71.5,35.66667
"42386","Yamato ",24458,"L6",536.9,"Found",1974,-71.81944,36.19861
"42387","Yamato ",24459,"H4",102.5,"Found",1974,-71.80528,36.175
"42388","Yamato ",24460,"H4",179.8,"Found",1974,-71.80472,36.18056
"42389","Yamato ",24461,"H4",3.31,"Found",1974,-71.5,35.66667
"42390","Yamato ",24462,"L6",2.26,"Found",1974,-71.5,35.66667
"42391","Yamato ",24463,"H4",30.5,"Found",1974,-71.5,35.66667
"42392","Yamato ",24464,"H5",0.97,"Found",1974,-71.5,35.66667
"42393","Yamato ",24465,"L6",0.78,"Found",1974,-71.5,35.66667
"42394","Yamato ",24466,"H4",14.28,"Found",1974,-71.5,35.66667
"42395","Yamato ",24467,"H4",43.36,"Found",1974,-71.5,35.66667
"42396","Yamato ",24468,"L6",1.01,"Found",1974,-71.5,35.66667
"42397","Yamato ",24469,"L6",2.3,"Found",1974,-71.5,35.66667
"42398","Yamato ",24470,"H6",3.23,"Found",1974,-71.5,35.66667
"42399","Yamato ",24471,"L6",6.59,"Found",1974,-71.5,35.66667
"42400","Yamato ",24472,"H6",867.2,"Found",1974,-71.79806,36.24861
"42401","Yamato ",24473,"L5",65.92,"Found",1974,-71.5,35.66667
"42402","Yamato ",24474,"Diogenite",16.19,"Found",1974,-71.5,35.66667
"42403","Yamato ",24475,"Diogenite",2193.9,"Found",1974,-71.825,36.325
"42404","Yamato ",24476,"H5",9.1,"Found",1974,-71.5,35.66667
"42405","Yamato ",24477,"H5",27.36,"Found",1974,-71.5,35.66667
"42406","Yamato ",24478,"L6",15.45,"Found",1974,-71.5,35.66667
"42407","Yamato ",24479,"H5",9.1,"Found",1974,-71.5,35.66667
"42408","Yamato ",24480,"H5",2.99,"Found",1974,-71.5,35.66667
"42409","Yamato ",24481,"H6",21.59,"Found",1974,-71.5,35.66667
"42410","Yamato ",24482,"H6",21.8,"Found",1974,-71.5,35.66667
"42411","Yamato ",24483,"H6",25.66,"Found",1974,-71.5,35.66667
"42412","Yamato ",24484,"H6",146.6,"Found",1974,-71.81333,36.47778
"42413","Yamato ",24485,"H5",114,"Found",1974,-71.81667,36.46389
"42414","Yamato ",24486,"H5",139.3,"Found",1974,-71.81778,36.45833
"42415","Yamato ",24487,"Diogenite",43.67,"Found",1974,-71.5,35.66667
"42416","Yamato ",24488,"H5",90.1,"Found",1974,-71.7875,36.3
"42417","Yamato ",24489,"H5",58,"Found",1974,-71.5,35.66667
"42418","Yamato ",24490,"H5",45.52,"Found",1974,-71.5,35.66667
"42419","Yamato ",24491,"H5",28.21,"Found",1974,-71.5,35.66667
"42420","Yamato ",24492,"L4",42.28,"Found",1974,-71.5,35.66667
"42421","Yamato ",24493,"H5",1045.1,"Found",1974,-71.80833,36.1375
"42422","Yamato ",24494,"L5",68.9,"Found",1974,-71.81333,36.16389
"42423","Yamato ",24495,"L6",80.2,"Found",1974,-71.5,35.66667
"42424","Yamato ",24496,"L6",845.1,"Found",1974,-71.82417,36.19444
"42425","Yamato ",24497,"L6",4.36,"Found",1974,-71.5,35.66667
"42426","Yamato ",24498,"L6",90.5,"Found",1974,-71.82667,36.20278
"42427","Yamato ",24499,"H6",8.53,"Found",1974,-71.5,35.66667
"42428","Yamato ",24500,"H4",54.89,"Found",1974,-71.5,35.66667
"42429","Yamato ",24501,"Ureilite",69.9,"Found",1974,-71.82806,36.20556
"42430","Yamato ",24502,"H4",62.4,"Found",1974,-71.82833,36.20694
"42431","Yamato ",24503,"Diogenite",107,"Found",1974,-71.5,35.66667
"42432","Yamato ",24504,"Diogenite",14.52,"Found",1974,-71.5,35.66667
"42433","Yamato ",24505,"L6",19.2,"Found",1974,-71.5,35.66667
"42434","Yamato ",24506,"L6",40.98,"Found",1974,-71.5,35.66667
"42435","Yamato ",24507,"L6",6.57,"Found",1974,-71.5,35.66667
"42436","Yamato ",24508,"Ureilite",17.9,"Found",1974,-71.80861,36.25833
"42437","Yamato ",24509,"H5",18.06,"Found",1974,-71.5,35.66667
"42438","Yamato ",24510,"H5",2.37,"Found",1974,-71.5,35.66667
"42439","Yamato ",24511,"H4",3.36,"Found",1974,-71.5,35.66667
"42440","Yamato ",24512,"H4",3.08,"Found",1974,-71.5,35.66667
"42441","Yamato ",24513,"CO3",7.76,"Found",1974,-71.5,35.66667
"42442","Yamato ",24514,"Diogenite",725,"Found",1974,-71.5,35.66667
"42443","Yamato ",24515,"H6",26.32,"Found",1974,-71.5,35.66667
"42444","Yamato ",24516,"H3",22.9,"Found",1974,-71.5,35.66667
"42445","Yamato ",24517,"H3",5.1,"Found",1974,-71.5,35.66667
"42446","Yamato ",24518,"H3",4.29,"Found",1974,-71.5,35.66667
"42447","Yamato ",24519,"H3",9.57,"Found",1974,-71.5,35.66667
"42448","Yamato ",24520,"H3.8",29.5,"Found",1974,-71.81667,36.34167
"42449","Yamato ",24521,"H6",4.89,"Found",1974,-71.5,35.66667
"42450","Yamato ",24522,"L6",141.4,"Found",1974,-71.78361,36.26528
"42451","Yamato ",24523,"H6",0.6,"Found",1974,-71.5,35.66667
"42452","Yamato ",24524,"H4",8.55,"Found",1974,-71.5,35.66667
"42453","Yamato ",24525,"H4",5.93,"Found",1974,-71.5,35.66667
"42454","Yamato ",24526,"H5",1.02,"Found",1974,-71.5,35.66667
"42455","Yamato ",24527,"H6",0.7,"Found",1974,-71.5,35.66667
"42456","Yamato ",24528,"Diogenite",33.56,"Found",1974,-71.5,35.66667
"42457","Yamato ",24529,"Diogenite",49.42,"Found",1974,-71.5,35.66667
"42458","Yamato ",24530,"H4",3.92,"Found",1974,-71.5,35.66667
"42459","Yamato ",24531,"L4",6.17,"Found",1974,-71.5,35.66667
"42460","Yamato ",24532,"Ureilite",2.84,"Found",1974,-71.81444,36.11111
"42461","Yamato ",24533,"H4",3073.4,"Found",1974,-71.81833,36.11944
"42462","Yamato ",24534,"H4",714.7,"Found",1974,-71.5,35.66667
"42463","Yamato ",24535,"L6",44.31,"Found",1974,-71.5,35.66667
"42464","Yamato ",24536,"L6",91.5,"Found",1974,-71.81722,36.12778
"42465","Yamato ",24537,"Eucrite-pmict",98.2,"Found",1974,-71.7625,36.08056
"42466","Yamato ",24538,"LL7",31.4,"Found",1974,-71.75278,36.08889
"42467","Yamato ",24539,"L6",42.09,"Found",1974,-71.5,35.66667
"42468","Yamato ",24540,"Diogenite",3.86,"Found",1974,-71.5,35.66667
"42469","Yamato ",24541,"H5",134.2,"Found",1974,-71.74167,35.91944
"42470","Yamato ",24542,"L6",248.8,"Found",1974,-71.7375,35.89167
"42471","Yamato ",24543,"L4",203.4,"Found",1974,-71.73472,35.875
"42472","Yamato ",24544,"H3",1.4,"Found",1974,-71.5,35.66667
"42473","Yamato ",24545,"H3",2.1,"Found",1974,-71.75833,35.03333
"42474","Yamato ",24546,"E5",1.59,"Found",1974,-71.5,35.66667
"42475","Yamato ",24547,"H3",0.78,"Found",1974,-71.5,35.66667
"42476","Yamato ",24548,"H3",0.88,"Found",1974,-71.5,35.66667
"42477","Yamato ",24549,"LL3",4.65,"Found",1974,-71.5,35.66667
"42478","Yamato ",24550,"L4",47,"Found",1974,-71.5,35.66667
"42479","Yamato ",24551,"L6",17.1,"Found",1974,-71.5,35.66667
"42480","Yamato ",24552,"L6",20.9,"Found",1974,-71.5,35.66667
"42481","Yamato ",24553,"L6",23.1,"Found",1974,-71.73472,35.45
"42482","Yamato ",24554,"L6",4.7,"Found",1974,-71.5,35.66667
"42483","Yamato ",24555,"L6",4.09,"Found",1974,-71.5,35.66667
"42484","Yamato ",24556,"L6",7.2,"Found",1974,-71.5,35.66667
"42485","Yamato ",24557,"L6",7.43,"Found",1974,-71.5,35.66667
"42486","Yamato ",24558,"L6",3.73,"Found",1974,-71.5,35.66667
"42487","Yamato ",24559,"L6",1.67,"Found",1974,-71.5,35.66667
"42488","Yamato ",24560,"L6",10.7,"Found",1974,-71.5,35.66667
"42489","Yamato ",24561,"L6",3,"Found",1974,-71.5,35.66667
"42490","Yamato ",24562,"L6",2.52,"Found",1974,-71.5,35.66667
"42491","Yamato ",24563,"L6",0.39,"Found",1974,-71.5,35.66667
"42492","Yamato ",24564,"H4",5.17,"Found",1974,-71.5,35.66667
"42493","Yamato ",24565,"H5",6.5,"Found",1974,-71.80417,35.39722
"42494","Yamato ",24566,"H5",6.82,"Found",1974,-71.5,35.66667
"42495","Yamato ",24567,"H6",1.54,"Found",1974,-71.5,35.66667
"42496","Yamato ",24568,"L6",3235.7,"Found",1974,-71.83056,35.44444
"42497","Yamato ",24569,"L3.7",1091.6,"Found",1974,-71.83333,35.51944
"42498","Yamato ",24570,"H5",420.3,"Found",1974,-71.61167,35.25833
"42499","Yamato ",24571,"H5",1818.5,"Found",1974,-71.64306,35.59444
"42500","Yamato ",24572,"H5",4.78,"Found",1974,-71.5,35.66667
"42501","Yamato ",24573,"H5",3.55,"Found",1974,-71.5,35.66667
"42502","Yamato ",24574,"H5",2.79,"Found",1974,-71.5,35.66667
"42503","Yamato ",24575,"H5",5.27,"Found",1974,-71.5,35.66667
"42504","Yamato ",24576,"H6",5.7,"Found",1974,-71.5,35.66667
"42505","Yamato ",24577,"H5",3.28,"Found",1974,-71.5,35.66667
"42506","Yamato ",24578,"H5",5.07,"Found",1974,-71.5,35.66667
"42507","Yamato ",24579,"H5",5,"Found",1974,-71.5,35.66667
"42508","Yamato ",24580,"H5-6",8.1,"Found",1974,-71.5,35.66667
"42509","Yamato ",24581,"H5",11.2,"Found",1974,-71.5,35.66667
"42510","Yamato ",24582,"H5",5,"Found",1974,-71.5,35.66667
"42511","Yamato ",24583,"H5",3.4,"Found",1974,-71.5,35.66667
"42512","Yamato ",24584,"H5",6.44,"Found",1974,-71.5,35.66667
"42513","Yamato ",24585,"H5",4.15,"Found",1974,-71.5,35.66667
"42514","Yamato ",24586,"H5",7.74,"Found",1974,-71.5,35.66667
"42515","Yamato ",24587,"H5",4.98,"Found",1974,-71.5,35.66667
"42516","Yamato ",24588,"H5",7.93,"Found",1974,-71.5,35.66667
"42517","Yamato ",24589,"H5",4.53,"Found",1974,-71.5,35.66667
"42518","Yamato ",24590,"H5",2.16,"Found",1974,-71.5,35.66667
"42519","Yamato ",24591,"H5",6.3,"Found",1974,-71.5,35.66667
"42520","Yamato ",24592,"H5",6.78,"Found",1974,-71.5,35.66667
"42521","Yamato ",24593,"H5",2.75,"Found",1974,-71.5,35.66667
"42522","Yamato ",24594,"H5",3.49,"Found",1974,-71.5,35.66667
"42523","Yamato ",24595,"H5",8.06,"Found",1974,-71.5,35.66667
"42524","Yamato ",24596,"H5",6.54,"Found",1974,-71.5,35.66667
"42525","Yamato ",24597,"H5",9.11,"Found",1974,-71.5,35.66667
"42526","Yamato ",24598,"H5",5.8,"Found",1974,-71.5,35.66667
"42527","Yamato ",24599,"H5",8.45,"Found",1974,-71.5,35.66667
"42528","Yamato ",24600,"H5",8.16,"Found",1974,-71.5,35.66667
"42529","Yamato ",24601,"H5",6.14,"Found",1974,-71.5,35.66667
"42530","Yamato ",24602,"H5",5.16,"Found",1974,-71.5,35.66667
"42531","Yamato ",24603,"H5",2.5,"Found",1974,-71.5,35.66667
"42532","Yamato ",24604,"H5",4.84,"Found",1974,-71.5,35.66667
"42533","Yamato ",24605,"H5",8.96,"Found",1974,-71.5,35.66667
"42534","Yamato ",24606,"H5",11.63,"Found",1974,-71.5,35.66667
"42535","Yamato ",24607,"H5",9.05,"Found",1974,-71.5,35.66667
"42536","Yamato ",24608,"H5",4.44,"Found",1974,-71.5,35.66667
"42537","Yamato ",24609,"H5",3.66,"Found",1974,-71.5,35.66667
"42538","Yamato ",24610,"L6",1.89,"Found",1974,-71.5,35.66667
"42539","Yamato ",24611,"H5",0.23,"Found",1974,-71.5,35.66667
"42540","Yamato ",24612,"H5",25.9,"Found",1974,-71.5,35.66667
"42541","Yamato ",24613,"H5",14.69,"Found",1974,-71.5,35.66667
"42542","Yamato ",24614,"H5",12.6,"Found",1974,-71.5,35.66667
"42543","Yamato ",24615,"H5",8.16,"Found",1974,-71.5,35.66667
"42544","Yamato ",24616,"H5",6.9,"Found",1974,-71.5,35.66667
"42545","Yamato ",24617,"H5",7.55,"Found",1974,-71.5,35.66667
"42546","Yamato ",24618,"H5",4.18,"Found",1974,-71.5,35.66667
"42547","Yamato ",24619,"H5",3.69,"Found",1974,-71.5,35.66667
"42548","Yamato ",24620,"H5",1.72,"Found",1974,-71.5,35.66667
"42549","Yamato ",24621,"H5",1.14,"Found",1974,-71.5,35.66667
"42550","Yamato ",24622,"H5",9.8,"Found",1974,-71.5,35.66667
"42551","Yamato ",24623,"H5",7.12,"Found",1974,-71.5,35.66667
"42552","Yamato ",24624,"H5",11.4,"Found",1974,-71.5,35.66667
"42553","Yamato ",24625,"H5",5.66,"Found",1974,-71.5,35.66667
"42554","Yamato ",24626,"H5",7.82,"Found",1974,-71.5,35.66667
"42555","Yamato ",24627,"H5",7.1,"Found",1974,-71.5,35.66667
"42556","Yamato ",24628,"H5",7.2,"Found",1974,-71.5,35.66667
"42557","Yamato ",24629,"H5",5.73,"Found",1974,-71.5,35.66667
"42558","Yamato ",24630,"H5",5.14,"Found",1974,-71.5,35.66667
"42559","Yamato ",24631,"H5",1.14,"Found",1974,-71.5,35.66667
"42560","Yamato ",24632,"H5",7.97,"Found",1974,-71.5,35.66667
"42561","Yamato ",24633,"H5",5.06,"Found",1974,-71.5,35.66667
"42562","Yamato ",24634,"H5",4.96,"Found",1974,-71.5,35.66667
"42563","Yamato ",24635,"H5",4.45,"Found",1974,-71.5,35.66667
"42564","Yamato ",24636,"H5",2.61,"Found",1974,-71.5,35.66667
"42565","Yamato ",24637,"H5",2.24,"Found",1974,-71.5,35.66667
"42566","Yamato ",24638,"H5",2.62,"Found",1974,-71.5,35.66667
"42567","Yamato ",24639,"H5",1.07,"Found",1974,-71.5,35.66667
"42568","Yamato ",24640,"H5",0.71,"Found",1974,-71.5,35.66667
"42569","Yamato ",24641,"H5",0.83,"Found",1974,-71.5,35.66667
"42570","Yamato ",24642,"H5",0.44,"Found",1974,-71.5,35.66667
"42571","Yamato ",24643,"H5",11.4,"Found",1974,-71.5,35.66667
"42572","Yamato ",24644,"H5",5.5,"Found",1974,-71.5,35.66667
"42573","Yamato ",24645,"H5",3.47,"Found",1974,-71.5,35.66667
"42574","Yamato ",24646,"H5",5.43,"Found",1974,-71.5,35.66667
"42575","Yamato ",24647,"H5",5.09,"Found",1974,-71.5,35.66667
"42576","Yamato ",24648,"H5",5.08,"Found",1974,-71.5,35.66667
"42577","Yamato ",24649,"H5",4.4,"Found",1974,-71.5,35.66667
"42578","Yamato ",24650,"H5",5.01,"Found",1974,-71.5,35.66667
"42579","Yamato ",24651,"H5",2.82,"Found",1974,-71.5,35.66667
"42580","Yamato ",24652,"H5",2.33,"Found",1974,-71.5,35.66667
"42581","Yamato ",24653,"H5",8.82,"Found",1974,-71.5,35.66667
"42582","Yamato ",24654,"H5",7.12,"Found",1974,-71.5,35.66667
"42583","Yamato ",24655,"H5",6.31,"Found",1974,-71.5,35.66667
"42584","Yamato ",24656,"H5",4.25,"Found",1974,-71.5,35.66667
"42585","Yamato ",24657,"H5",5.03,"Found",1974,-71.5,35.66667
"42586","Yamato ",24658,"H5",4.66,"Found",1974,-71.5,35.66667
"42587","Yamato ",24659,"H5",5.39,"Found",1974,-71.5,35.66667
"42588","Yamato ",24660,"H5",4.06,"Found",1974,-71.5,35.66667
"42589","Yamato ",24661,"H5",3.6,"Found",1974,-71.5,35.66667
"42590","Yamato ",24662,"H5",2.55,"Found",1974,-71.5,35.66667
"42591","Yamato ",24663,"H5",8.26,"Found",1974,-71.5,35.66667
"42592","Yamato ",24664,"H5",5.77,"Found",1974,-71.5,35.66667
"42593","Yamato ",24665,"H5",7.57,"Found",1974,-71.5,35.66667
"42594","Yamato ",24666,"H5",4.89,"Found",1974,-71.5,35.66667
"42595","Yamato ",24667,"H5",4.04,"Found",1974,-71.5,35.66667
"42596","Yamato ",24668,"H5",4.9,"Found",1974,-71.5,35.66667
"42597","Yamato ",24669,"H5",4.83,"Found",1974,-71.5,35.66667
"42598","Yamato ",24670,"H5",3.5,"Found",1974,-71.5,35.66667
"42599","Yamato ",24671,"H5",2.39,"Found",1974,-71.5,35.66667
"42600","Yamato ",24672,"H5",1.49,"Found",1974,-71.5,35.66667
"42601","Yamato ",24673,"H5",11.16,"Found",1974,-71.5,35.66667
"42602","Yamato ",24674,"H5",5.85,"Found",1974,-71.5,35.66667
"42603","Yamato ",24675,"H5",3.85,"Found",1974,-71.5,35.66667
"42604","Yamato ",24676,"H5",6.25,"Found",1974,-71.5,35.66667
"42605","Yamato ",24677,"H5",3.12,"Found",1974,-71.5,35.66667
"42606","Yamato ",24678,"H5",4.17,"Found",1974,-71.5,35.66667
"42607","Yamato ",24679,"H5",3.98,"Found",1974,-71.5,35.66667
"42608","Yamato ",24680,"H5",6.37,"Found",1974,-71.5,35.66667
"42609","Yamato ",24681,"H5",1.45,"Found",1974,-71.5,35.66667
"42610","Yamato ",24682,"H5",2.12,"Found",1974,-71.5,35.66667
"42611","Yamato ",24683,"H5",5.56,"Found",1974,-71.5,35.66667
"42612","Yamato ",24684,"H5",5,"Found",1974,-71.5,35.66667
"42613","Yamato ",24685,"H5",3.87,"Found",1974,-71.5,35.66667
"42614","Yamato ",24686,"H5",3.01,"Found",1974,-71.5,35.66667
"42615","Yamato ",24687,"H5",3.06,"Found",1974,-71.5,35.66667
"42616","Yamato ",24688,"H5",3.42,"Found",1974,-71.5,35.66667
"42617","Yamato ",24689,"H5",1.34,"Found",1974,-71.5,35.66667
"42618","Yamato ",24690,"H5",1.39,"Found",1974,-71.5,35.66667
"42619","Yamato ",24691,"H5",0.79,"Found",1974,-71.5,35.66667
"42620","Yamato ",24692,"H5",0.34,"Found",1974,-71.5,35.66667
"42621","Yamato ",24693,"H5",5.54,"Found",1974,-71.5,35.66667
"42622","Yamato ",24694,"H5",8.75,"Found",1974,-71.5,35.66667
"42623","Yamato ",24695,"H5",6.23,"Found",1974,-71.5,35.66667
"42624","Yamato ",24696,"H5",4.74,"Found",1974,-71.5,35.66667
"42625","Yamato ",24697,"H5",6.4,"Found",1974,-71.5,35.66667
"42626","Yamato ",24698,"H5",3.24,"Found",1974,-71.5,35.66667
"42627","Yamato ",24699,"H5",2.69,"Found",1974,-71.5,35.66667
"42628","Yamato ",24700,"H5",1.68,"Found",1974,-71.5,35.66667
"42629","Yamato ",24701,"H5",0.67,"Found",1974,-71.5,35.66667
"42630","Yamato ",24702,"H5",0.54,"Found",1974,-71.5,35.66667
"42631","Yamato ",24703,"H5",8.57,"Found",1974,-71.5,35.66667
"42632","Yamato ",24704,"H5",4.12,"Found",1974,-71.5,35.66667
"42633","Yamato ",24705,"H5",2.89,"Found",1974,-71.5,35.66667
"42634","Yamato ",24706,"H5",4.24,"Found",1974,-71.5,35.66667
"42635","Yamato ",24707,"H5",2.81,"Found",1974,-71.5,35.66667
"42636","Yamato ",24708,"H5",2.17,"Found",1974,-71.5,35.66667
"42637","Yamato ",24709,"H5",2.22,"Found",1974,-71.5,35.66667
"42638","Yamato ",24710,"H5",2.19,"Found",1974,-71.5,35.66667
"42639","Yamato ",24711,"H5",0.98,"Found",1974,-71.5,35.66667
"42640","Yamato ",24712,"H5",1.06,"Found",1974,-71.5,35.66667
"42641","Yamato ",24713,"H5",4.17,"Found",1974,-71.5,35.66667
"42642","Yamato ",24714,"H5",3.72,"Found",1974,-71.5,35.66667
"42643","Yamato ",24715,"H5",3.12,"Found",1974,-71.5,35.66667
"42644","Yamato ",24716,"H5",2.09,"Found",1974,-71.5,35.66667
"42645","Yamato ",24717,"H5",1.85,"Found",1974,-71.5,35.66667
"42646","Yamato ",24718,"H5",1.21,"Found",1974,-71.5,35.66667
"42647","Yamato ",24719,"H5",0.86,"Found",1974,-71.5,35.66667
"42648","Yamato ",24720,"H5",0.79,"Found",1974,-71.5,35.66667
"42649","Yamato ",24721,"H5",42.38,"Found",1974,-71.5,35.66667
"42650","Yamato ",24722,"Diogenite",1.42,"Found",1974,-71.5,35.66667
"42651","Yamato ",24723,"H6",8.41,"Found",1974,-71.5,35.66667
"42652","Yamato ",24724,"H5",82.35,"Found",1974,-71.5,35.66667
"42653","Yamato ",24725,"Diogenite",7.85,"Found",1974,-71.5,35.66667
"42654","Yamato ",24726,"H5",24,"Found",1974,-71.7625,35.9
"42655","Yamato ",24727,"H5",5,"Found",1974,-71.7625,35.9
"42656","Yamato ",24728,"H5",4.78,"Found",1974,-71.7625,35.9
"42657","Yamato ",24729,"H5",3.4,"Found",1974,-71.7625,35.9
"42658","Yamato ",24730,"H5",4.92,"Found",1974,-71.7625,35.9
"42659","Yamato ",24731,"H5",1.55,"Found",1974,-71.7625,35.9
"42660","Yamato ",24732,"L6",2721.1,"Found",1974,-71.76944,35.76111
"42661","Yamato ",24733,"L4",82.9,"Found",1974,-71.75694,35.78056
"42662","Yamato ",24734,"Eucrite-mmict",10,"Found",1974,-71.74861,35.78056
"42663","Yamato ",24735,"Lodranite-an",13.8,"Found",1974,-71.74722,35.80556
"42664","Yamato ",24736,"L6",2.94,"Found",1974,-71.5,35.66667
"42665","Yamato ",24737,"H-an",1.53,"Found",1974,-71.5,35.66667
"42666","Yamato ",24738,"H-an",3.29,"Found",1974,-71.5,35.66667
"42667","Yamato ",24739,"H",0.4,"Found",1974,-71.5,35.66667
"42668","Yamato ",24740,"L6",4175,"Found",1974,-71.78889,35.80278
"42669","Yamato ",24741,"H4",1.01,"Found",1974,-71.5,35.66667
"42670","Yamato ",24742,"H4",757.8,"Found",1974,-71.79167,35.79444
"42671","Yamato ",24743,"H6",0.67,"Found",1974,-71.5,35.66667
"42672","Yamato ",24744,"L6",0.25,"Found",1974,-71.5,35.66667
"42673","Yamato ",24745,"L6",165.6,"Found",1974,-71.79306,35.72778
